name, 0.0, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, AAA
name, -0.1, 0.01, 0.05, 1.0, 1.0, 1.0, 3.0, BAA
name, 0.1, 0.015, 0.01, 1.0, 1.0, 1.0, 3.0, ABA
name, 0.0, 0.005, 0.002, 1.0, 1.0, 1.0, 3.0, AAB 
name, 0.0, 0.02, 0.015, 1.0, 1.0, 1.0, 3.0, BBA
name, -0.1, 0.003, 0.001, 1.0, 1.0, 1.0, 3.0, BAB
name, 0.1, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, ABB
name, 0.0, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, BBB
name, 0.05, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, CAA
name, -0.05, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, ACA
name, -0.25, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, AAC
name, 0.00, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, CCA
name, -0.2, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, CAC
name, -0.3, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, ACC
name, -0.25, 0.07, 0.003, 1.0, 1.0, 1.0, 3.0, CCC
name, 0.15, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, CBB
name, -0.15, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, BCB
name, -0.25, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, BBC
name, 0.0, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, CCB
name, -0.1, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, CBC
name, -0.4, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, BCC
name, 0.15, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, CBB
name, -0.15, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, BCA
name, 0.15, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, CBA
name, -0.15, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, ABC
name, -0.05, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, ACB
name, -0.35, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, BAC
name, 0.05, 0.00, 0.00, 1.0, 1.0, 1.0, 3.0, CAB
