name, -0.050000, 0.320597, 0.005987, 1.0, 1.0, 1.0, 3.0, ABBCEF
name, -0.500000, 0.023339, 0.094881, 1.0, 1.0, 1.0, 3.0, FAAFDA
name, -0.470000, 0.240578, 0.165690, 1.0, 1.0, 1.0, 3.0, DCBGDF
name, -0.540000, 0.045368, 0.014038, 1.0, 1.0, 1.0, 3.0, DGADEE
name, -1.050000, 0.389989, 0.077559, 1.0, 1.0, 1.0, 3.0, CECAAG
name, -1.750000, 0.066323, 0.155004, 1.0, 1.0, 1.0, 3.0, GDFGGA
name, -1.090000, 0.090734, 0.009243, 1.0, 1.0, 1.0, 3.0, EEGDAD
name, -0.400000, 0.134244, 0.127606, 1.0, 1.0, 1.0, 3.0, CDEBEA
name, -0.800000, 0.232774, 0.145568, 1.0, 1.0, 1.0, 3.0, CDEEDC
name, -0.310000, 0.083023, 0.042767, 1.0, 1.0, 1.0, 3.0, GCEDAB
name, 0.030000, 0.240070, 0.054233, 1.0, 1.0, 1.0, 3.0, BCFCBB
name, 0.060000, 0.093288, 0.028509, 1.0, 1.0, 1.0, 3.0, AAADBG
name, -0.240000, 0.043479, 0.060160, 1.0, 1.0, 1.0, 3.0, FGEDGB
name, -0.450000, 0.110226, 0.007134, 1.0, 1.0, 1.0, 3.0, FEBGFF
name, -0.350000, 0.163444, 0.067006, 1.0, 1.0, 1.0, 3.0, CGFBCD
name, -0.320000, 0.331501, 0.171878, 1.0, 1.0, 1.0, 3.0, FCGABE
name, -0.150000, 0.387070, 0.160638, 1.0, 1.0, 1.0, 3.0, EBBAEC
name, -0.300000, 0.265363, 0.138696, 1.0, 1.0, 1.0, 3.0, EGDFEF
name, -0.400000, 0.107301, 0.159626, 1.0, 1.0, 1.0, 3.0, BECFFB
name, -1.550000, 0.275312, 0.005285, 1.0, 1.0, 1.0, 3.0, GFCGAF
name, -1.350000, 0.020437, 0.157054, 1.0, 1.0, 1.0, 3.0, EECFBD
name, -0.950000, 0.351503, 0.196461, 1.0, 1.0, 1.0, 3.0, BDGAGD
name, -0.450000, 0.348240, 0.077629, 1.0, 1.0, 1.0, 3.0, CEEFFF
name, -0.990000, 0.220929, 0.003713, 1.0, 1.0, 1.0, 3.0, DGGDGE
name, -0.250000, 0.230270, 0.140764, 1.0, 1.0, 1.0, 3.0, AGDEBA
name, -0.850000, 0.009772, 0.185900, 1.0, 1.0, 1.0, 3.0, CEBBGA
name, -1.500000, 0.124303, 0.046258, 1.0, 1.0, 1.0, 3.0, FFDFGA
name, -0.970000, 0.378811, 0.065778, 1.0, 1.0, 1.0, 3.0, GCDAED
name, -0.800000, 0.333896, 0.074764, 1.0, 1.0, 1.0, 3.0, DECCCE
name, -0.500000, 0.138744, 0.172597, 1.0, 1.0, 1.0, 3.0, GFABCC
name, -0.100000, 0.099454, 0.071789, 1.0, 1.0, 1.0, 3.0, BABADC
name, -0.800000, 0.082814, 0.197170, 1.0, 1.0, 1.0, 3.0, DDDFFD
name, 0.060000, 0.224580, 0.083126, 1.0, 1.0, 1.0, 3.0, DAEDFG
name, -0.270000, 0.243649, 0.011385, 1.0, 1.0, 1.0, 3.0, ACCECE
name, -0.650000, 0.392941, 0.056276, 1.0, 1.0, 1.0, 3.0, DDGADA
name, 0.000000, 0.023446, 0.081909, 1.0, 1.0, 1.0, 3.0, FAAGCG
name, -0.550000, 0.137227, 0.120082, 1.0, 1.0, 1.0, 3.0, FBDCBD
name, -0.900000, 0.352578, 0.165174, 1.0, 1.0, 1.0, 3.0, FDCFCE
name, -1.750000, 0.357643, 0.111883, 1.0, 1.0, 1.0, 3.0, CFFFEC
name, -0.600000, 0.334121, 0.143485, 1.0, 1.0, 1.0, 3.0, CECBFA
name, -1.000000, 0.095715, 0.036952, 1.0, 1.0, 1.0, 3.0, CDCECD
name, -1.220000, 0.266689, 0.000793, 1.0, 1.0, 1.0, 3.0, CCCGBC
name, -1.450000, 0.277196, 0.190235, 1.0, 1.0, 1.0, 3.0, GFDFCD
name, -0.170000, 0.359411, 0.171553, 1.0, 1.0, 1.0, 3.0, DCGGCF
name, -0.800000, 0.383973, 0.031844, 1.0, 1.0, 1.0, 3.0, FDCFEB
name, 0.500000, 0.182961, 0.101663, 1.0, 1.0, 1.0, 3.0, EGEBCA
name, -0.790000, 0.088260, 0.097071, 1.0, 1.0, 1.0, 3.0, BDFDAE
name, -0.940000, 0.300014, 0.145363, 1.0, 1.0, 1.0, 3.0, BEDDEC
name, -0.600000, 0.252258, 0.128999, 1.0, 1.0, 1.0, 3.0, DDFCDF
name, -0.300000, 0.091847, 0.055422, 1.0, 1.0, 1.0, 3.0, DACBEA
name, 0.400000, 0.339446, 0.067220, 1.0, 1.0, 1.0, 3.0, BDDBBF
name, -0.600000, 0.211503, 0.161905, 1.0, 1.0, 1.0, 3.0, BFBBDC
name, -0.450000, 0.099493, 0.017638, 1.0, 1.0, 1.0, 3.0, DGFBDC
name, 0.380000, 0.025987, 0.103866, 1.0, 1.0, 1.0, 3.0, ACDBCC
name, -0.600000, 0.343298, 0.077442, 1.0, 1.0, 1.0, 3.0, GEFBAF
name, -0.990000, 0.179148, 0.131971, 1.0, 1.0, 1.0, 3.0, CEBDCD
name, -1.000000, 0.186237, 0.184937, 1.0, 1.0, 1.0, 3.0, CFAEDA
name, -0.520000, 0.245184, 0.179092, 1.0, 1.0, 1.0, 3.0, FCBEBA
name, -1.550000, 0.212498, 0.115577, 1.0, 1.0, 1.0, 3.0, CDBGGD
name, 0.000000, 0.026904, 0.144023, 1.0, 1.0, 1.0, 3.0, ABAGFA
name, -1.020000, 0.358407, 0.137699, 1.0, 1.0, 1.0, 3.0, DCCEEC
name, -0.400000, 0.102158, 0.177905, 1.0, 1.0, 1.0, 3.0, CGDFEB
name, -0.600000, 0.183821, 0.013037, 1.0, 1.0, 1.0, 3.0, EGFEEG
